!Series_title	"Underexpression of miR-224 in methotrexate resistant human colon cancer cells"
!Series_geo_accession	"GSE28547"
!Series_status	"Public on May 29 2013"
!Series_submission_date	"Apr 12 2011"
!Series_last_update_date	"May 07 2014"
!Series_pubmed_id	"21864507"
!Series_summary	"A summary of the work associated to these microarrays is the following:"
!Series_summary	""
!Series_summary	"MicroRNAs (miRNAs) are small non-coding RNAs involved in RNA silencing that play a role in many biological processes. They are involved in the development of many diseases, including cancer. Extensive experimental data show that they play a role in the pathogenesis of cancer as well as the development of drug resistance during treatment. MiRNA microarrays of sensitive and MTX-resistant HT29 colon cancer cells were performed. The results were analyzed using the GeneSpring GX11.5 software. Differentially expressed microRNAs in resistant cells were identified and miR-224, which was greatly underexpressed and displayed robust raw signal values, was selected for further studies. Putative targets were predicted using TargetScan 5.1 software and intersected with the data from expression microarrays previously performed. This approach allowed us to identify miR-224 targets that were differentially expressed more than 2-fold in resistant cells. Among them, ARL3, CDS2, DCP2, HSPC159, MYST3 and SLC4A4 were validated at the mRNA level by qRT-PCR. Functional assays using an anti-miR against miR-224 desensitized the cells toward MTX, mimicking the resistant phenotype. On the other hand, siRNA treatment against SLC4A4 or incubation of Poly Purine Reverse Hoogsteen (PPRH) hairpins against CDS2 or HSPC159 increased sensitivity to MTX. These results revealed a role for miR-224 and its targets in MTX resistance in HT29 colon cancer cells."
!Series_summary	"KEYWORDS"
!Series_summary	"Methotrexate, miRNAs, drug resistance, DHFR"
!Series_overall_design	"Two cell lines are compared in the study, which are HT29 colon cancer cells sensitive to methotrexate and HT29 cells resistant to 10e-5M MTX. Six samples are provided which correspond to 3 samples for the control condition and 3 samples for the resistant condition. Data files from miRNA and mRNA (previously submitted to GEO as GSE11440) microarrays were analyzed with GeneSpring GX11.5 software (Agilent Technologies) to find differentially expressed miRNAs and their cellular target genes in the resistant cell lines compared to their sensitive counterparts."
!Series_type	"Non-coding RNA profiling by array"
!Series_contributor	"Nuria,,Mencia"
!Series_contributor	"Elisabet,,Selga"
!Series_contributor	"Veronique,,Noe"
!Series_contributor	"Carlos,J,Ciudad"
!Series_sample_id	"GSM706688 GSM706690 GSM706691 GSM706693 GSM706694 GSM706695 "
!Series_contact_name	"Carlos,J,Ciudad"
!Series_contact_email	"cciudad@ub.edu"
!Series_contact_phone	"+34-93-403-4455"
!Series_contact_laboratory	"School of Pharmacy"
!Series_contact_department	"Biochemistry and Molecular Biology"
!Series_contact_institute	"University of Barcelona"
!Series_contact_address	"Av. Juan XXIII-27"
!Series_contact_city	"Barcelona"
!Series_contact_state	"Barcelona"
!Series_contact_zip/postal_code	"08028"
!Series_contact_country	"Spain"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/series/GSE28547/GSE28547_RAW.tar"
!Series_platform_id	"GPL8227"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"Affiliated with: GSE11440 (mRNA data)"
!Series_relation	"BioProject: http://www.ncbi.nlm.nih.gov/bioproject/PRJNA139061"

!Sample_title	"HT29 sensitive cells replicate 1"	"HT29 sensitive cells replicate 2"	"HT29 sensitive cells replicate 3"	"HT29 resistant cells replicate 1"	"HT29 resistant cells replicate 2"	"HT29 resistant cells replicate 3"
!Sample_geo_accession	"GSM706688"	"GSM706690"	"GSM706691"	"GSM706693"	"GSM706694"	"GSM706695"
!Sample_status	"Public on May 29 2013"	"Public on May 29 2013"	"Public on May 29 2013"	"Public on May 29 2013"	"Public on May 29 2013"	"Public on May 29 2013"
!Sample_submission_date	"Apr 12 2011"	"Apr 12 2011"	"Apr 12 2011"	"Apr 12 2011"	"Apr 12 2011"	"Apr 12 2011"
!Sample_last_update_date	"May 29 2013"	"May 29 2013"	"May 29 2013"	"May 29 2013"	"May 29 2013"	"May 29 2013"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"HT29 methotrexate-sensitive cells"	"HT29 methotrexate-sensitive cells"	"HT29 methotrexate-sensitive cells"	"HT29 methotrexate-resistant cells"	"HT29 methotrexate-resistant cells"	"HT29 methotrexate-resistant cells"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_characteristics_ch1	"cell line: HT29"	"cell line: HT29"	"cell line: HT29"	"cell line: HT29"	"cell line: HT29"	"cell line: HT29"
!Sample_characteristics_ch1	"cell type: colon cancer"	"cell type: colon cancer"	"cell type: colon cancer"	"cell type: colon cancer"	"cell type: colon cancer"	"cell type: colon cancer"
!Sample_characteristics_ch1	"methotrexate sensitivity: sensitive"	"methotrexate sensitivity: sensitive"	"methotrexate sensitivity: sensitive"	"methotrexate sensitivity: resistant"	"methotrexate sensitivity: resistant"	"methotrexate sensitivity: resistant"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"Real Total microRNA kit (Real) "	"Real Total microRNA kit (Real) "	"Real Total microRNA kit (Real) "	"Real Total microRNA kit (Real) "	"Real Total microRNA kit (Real) "	"Real Total microRNA kit (Real) "
!Sample_label_ch1	"Cy3"	"Cy3"	"Cy3"	"Cy3"	"Cy3"	"Cy3"
!Sample_label_protocol_ch1	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website for miRNA labelling protocol."	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website for miRNA labelling protocol."	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website for miRNA labelling protocol."	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website for miRNA labelling protocol."	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website for miRNA labelling protocol."	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website for miRNA labelling protocol."
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_hyb_protocol	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website."	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website."	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website."	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website."	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website."	"miRNA Microarray System protocol v.1.0. See Agilent Technologies website."
!Sample_scan_protocol	"Scanned on a GenePix 4000B (Axon) scanner."	"Scanned on a GenePix 4000B (Axon) scanner."	"Scanned on a GenePix 4000B (Axon) scanner."	"Scanned on a GenePix 4000B (Axon) scanner."	"Scanned on a GenePix 4000B (Axon) scanner."	"Scanned on a GenePix 4000B (Axon) scanner."
!Sample_description	"miRNA expression profile of HT29 cells sensitive to Methotrexate"	"miRNA expression profile of HT29 cells sensitive to Methotrexate"	""	""	""	""
!Sample_data_processing	"Data files from miRNA and mRNA (previously submitted to GEO as GSE11440) microarrays were analyzed with GeneSpring GX11.5 software (Agilent Technologies) to find differentially expressed miRNAs and their cellular target genes in the resistant cell lines compared to their sensitive counterparts. Triplicate samples for each condition, sensitive and resistant, for both miRNA and mRNA, were imported into one single experiment. Average values of the replicate spots of each miRNA were background subtracted, and normalized against the median of the control samples. Gene and miRNA expression was calculated as the ratio of the values obtained in the resistant condition relative to the control, after normalization of the data using Volcano plot filtering. T-test unpaired was used for statistical analyses."	"Data files from miRNA and mRNA (previously submitted to GEO as GSE11440) microarrays were analyzed with GeneSpring GX11.5 software (Agilent Technologies) to find differentially expressed miRNAs and their cellular target genes in the resistant cell lines compared to their sensitive counterparts. Triplicate samples for each condition, sensitive and resistant, for both miRNA and mRNA, were imported into one single experiment. Average values of the replicate spots of each miRNA were background subtracted, and normalized against the median of the control samples. Gene and miRNA expression was calculated as the ratio of the values obtained in the resistant condition relative to the control, after normalization of the data using Volcano plot filtering. T-test unpaired was used for statistical analyses."	"Data files from miRNA and mRNA (previously submitted to GEO as GSE11440) microarrays were analyzed with GeneSpring GX11.5 software (Agilent Technologies) to find differentially expressed miRNAs and their cellular target genes in the resistant cell lines compared to their sensitive counterparts. Triplicate samples for each condition, sensitive and resistant, for both miRNA and mRNA, were imported into one single experiment. Average values of the replicate spots of each miRNA were background subtracted, and normalized against the median of the control samples. Gene and miRNA expression was calculated as the ratio of the values obtained in the resistant condition relative to the control, after normalization of the data using Volcano plot filtering. T-test unpaired was used for statistical analyses."	"Data files from miRNA and mRNA (previously submitted to GEO as GSE11440) microarrays were analyzed with GeneSpring GX11.5 software (Agilent Technologies) to find differentially expressed miRNAs and their cellular target genes in the resistant cell lines compared to their sensitive counterparts. Triplicate samples for each condition, sensitive and resistant, for both miRNA and mRNA, were imported into one single experiment. Average values of the replicate spots of each miRNA were background subtracted, and normalized against the median of the control samples. Gene and miRNA expression was calculated as the ratio of the values obtained in the resistant condition relative to the control, after normalization of the data using Volcano plot filtering. T-test unpaired was used for statistical analyses."	"Data files from miRNA and mRNA (previously submitted to GEO as GSE11440) microarrays were analyzed with GeneSpring GX11.5 software (Agilent Technologies) to find differentially expressed miRNAs and their cellular target genes in the resistant cell lines compared to their sensitive counterparts. Triplicate samples for each condition, sensitive and resistant, for both miRNA and mRNA, were imported into one single experiment. Average values of the replicate spots of each miRNA were background subtracted, and normalized against the median of the control samples. Gene and miRNA expression was calculated as the ratio of the values obtained in the resistant condition relative to the control, after normalization of the data using Volcano plot filtering. T-test unpaired was used for statistical analyses."	"Data files from miRNA and mRNA (previously submitted to GEO as GSE11440) microarrays were analyzed with GeneSpring GX11.5 software (Agilent Technologies) to find differentially expressed miRNAs and their cellular target genes in the resistant cell lines compared to their sensitive counterparts. Triplicate samples for each condition, sensitive and resistant, for both miRNA and mRNA, were imported into one single experiment. Average values of the replicate spots of each miRNA were background subtracted, and normalized against the median of the control samples. Gene and miRNA expression was calculated as the ratio of the values obtained in the resistant condition relative to the control, after normalization of the data using Volcano plot filtering. T-test unpaired was used for statistical analyses."
!Sample_platform_id	"GPL8227"	"GPL8227"	"GPL8227"	"GPL8227"	"GPL8227"	"GPL8227"
!Sample_contact_name	"Carlos,J,Ciudad"	"Carlos,J,Ciudad"	"Carlos,J,Ciudad"	"Carlos,J,Ciudad"	"Carlos,J,Ciudad"	"Carlos,J,Ciudad"
!Sample_contact_email	"cciudad@ub.edu"	"cciudad@ub.edu"	"cciudad@ub.edu"	"cciudad@ub.edu"	"cciudad@ub.edu"	"cciudad@ub.edu"
!Sample_contact_phone	"+34-93-403-4455"	"+34-93-403-4455"	"+34-93-403-4455"	"+34-93-403-4455"	"+34-93-403-4455"	"+34-93-403-4455"
!Sample_contact_laboratory	"School of Pharmacy"	"School of Pharmacy"	"School of Pharmacy"	"School of Pharmacy"	"School of Pharmacy"	"School of Pharmacy"
!Sample_contact_department	"Biochemistry and Molecular Biology"	"Biochemistry and Molecular Biology"	"Biochemistry and Molecular Biology"	"Biochemistry and Molecular Biology"	"Biochemistry and Molecular Biology"	"Biochemistry and Molecular Biology"
!Sample_contact_institute	"University of Barcelona"	"University of Barcelona"	"University of Barcelona"	"University of Barcelona"	"University of Barcelona"	"University of Barcelona"
!Sample_contact_address	"Av. Juan XXIII-27"	"Av. Juan XXIII-27"	"Av. Juan XXIII-27"	"Av. Juan XXIII-27"	"Av. Juan XXIII-27"	"Av. Juan XXIII-27"
!Sample_contact_city	"Barcelona"	"Barcelona"	"Barcelona"	"Barcelona"	"Barcelona"	"Barcelona"
!Sample_contact_state	"Barcelona"	"Barcelona"	"Barcelona"	"Barcelona"	"Barcelona"	"Barcelona"
!Sample_contact_zip/postal_code	"08028"	"08028"	"08028"	"08028"	"08028"	"08028"
!Sample_contact_country	"Spain"	"Spain"	"Spain"	"Spain"	"Spain"	"Spain"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706688/GSM706688.gpr.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706690/GSM706690.gpr.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706691/GSM706691.gpr.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706693/GSM706693.gpr.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706694/GSM706694.gpr.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706695/GSM706695.gpr.gz"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706688/GSM706688_HT29_S1_GeneView.txt.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706690/GSM706690_HT29_S2_GeneView.txt.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706691/GSM706691_HT29_S3_GeneView.txt.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706693/GSM706693_HT29_R1_GeneView.txt.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706694/GSM706694_HT29_R2_GeneView.txt.gz"	"ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM706nnn/GSM706695/GSM706695_HT29_R3_GeneView.txt.gz"
!Sample_data_row_count	"821"	"821"	"821"	"821"	"821"	"821"
!series_matrix_table_begin
"ID_REF"	"GSM706688"	"GSM706690"	"GSM706691"	"GSM706693"	"GSM706694"	"GSM706695"
"DarkCorner"	9.84034	-94.2827	12.9294	9.29683	-5.42869	0.787793
"dmr_285"	-14.0334	-28.4659	3.80076	3.21835	-13.8682	-10.5417
"dmr_3"	-8.13464	-9.55627	-2.76105	-6.33096	12.5978	-10.9863
"dmr_308"	-7.30439	-31.2312	2.46174	3.33627	16.8789	3.51375
"dmr_316"	18.6648	-8.23091	11.5707	1.23865	8.8615	6.11476
"dmr_31a"	5.1217	-36.989	-2.39224	-3.06672	-36.2926	4.86946
"dmr_6"	18.7239	4.73102	11.1739	-5.75614	6.30515	2.02697
"ebv-miR-BART1-3p"	3.62617	-16.0009	0.827795	3.0688	-6.78565	-5.90648
"ebv-miR-BART1-5p"	-3.50702	-23.9956	-0.536231	-9.26414	-17.5092	0.365316
"ebv-miR-BART10"	-4.15973	89.279	-4.56451	-8.07053	8.13567	-16.2787
"ebv-miR-BART10*"	6.46167	138.702	2.38059	-6.96677	14.3759	-7.89324
"ebv-miR-BART11-3p"	-12.8809	-27.8909	-4.50366	-5.97325	-12.6036	-4.49848
"ebv-miR-BART11-5p"	-0.783339	-12.312	8.62647	-2.32701	13.2027	6.95181
"ebv-miR-BART12"	14.8438	35.7025	33.5754	-1.77414	21.6633	1.48657
"ebv-miR-BART13"	2.55457	3.06909	28.3304	12.4956	8.69865	43.5719
"ebv-miR-BART13*"	-6.8632	-11.2667	0.0693801	1.89401	-11.5468	-1.65626
"ebv-miR-BART14"	-13.1976	43.1425	-1.45905	-4.21714	5.08861	-5.73011
"ebv-miR-BART14*"	0.971193	-21.047	3.5799	-1.56639	1.19219	0.233563
"ebv-miR-BART15"	4.70136	-12.3656	-16.7945	-12.3274	-1.71234	3.5807
"ebv-miR-BART16"	-1.79196	-5.04352	0.757212	-8.20109	-7.83209	-3.50907
"ebv-miR-BART17-3p"	7.52183	8.50006	-7.05297	-4.37666	-16.5805	3.32578
"ebv-miR-BART17-5p"	-4.93992	-37.9347	-11.7886	2.04216	-15.1775	3.36298
"ebv-miR-BART18-3p"	-6.97695	7.74486	4.60397	-8.76453	-17.0772	-3.5273
"ebv-miR-BART18-5p"	11.2087	3.04767	6.48328	6.95925	-20.8536	-4.1949
"ebv-miR-BART19-3p"	-0.704528	-0.396725	7.80665	11.6175	16.7275	28.8478
"ebv-miR-BART19-5p"	-6.63048	-44.402	-2.75776	-4.10863	-22.0652	-7.32232
"ebv-miR-BART2-3p"	-15.8997	-19.3457	-2.54855	-3.11571	4.31849	-3.05281
"ebv-miR-BART2-5p"	0.546893	-1.02323	-1.70181	-6.03973	17.3808	1.22986
"ebv-miR-BART20-3p"	-9.93622	-19.9066	-0.54183	-7.97501	-24.3782	2.78709
"ebv-miR-BART20-5p"	0.111629	-3.09893	-3.94693	-2.38641	-0.597085	5.22096
"ebv-miR-BART3"	-10.5383	-6.28955	-7.5209	-9.71457	-8.47786	-7.1378
"ebv-miR-BART3*"	-3.58158	-21.5334	-0.385702	-2.2528	14.1448	-1.149
"ebv-miR-BART4"	-2.33376	-9.99317	-0.0227472	-4.58233	-17.7473	-5.45953
"ebv-miR-BART5"	3.50318	-27.2872	-6.05798	-3.25043	1.96052	-8.36936
"ebv-miR-BART6-3p"	-17.7805	-6.86452	-3.50048	-0.403568	-6.85787	0.116989
"ebv-miR-BART6-5p"	-10.7903	-21.326	-6.86755	-4.0888	-18.7303	11.1517
"ebv-miR-BART7"	-5.85562	-35.9082	-2.84557	3.4997	2.63529	-0.560659
"ebv-miR-BART7*"	-10.9571	-28.5845	-3.50688	-2.08691	-7.71987	-4.69368
"ebv-miR-BART8"	-0.983045	-18.6877	1.40045	-8.72294	-30.1809	-5.34422
"ebv-miR-BART8*"	-1.68912	-40.3487	6.03167	2.63112	-13.8029	-0.553704
"ebv-miR-BART9"	-9.34848	-35.4556	0.907704	-11.8281	10.603	-13.2903
"ebv-miR-BART9*"	-5.12256	-29.2785	-1.51256	-13.3157	15.0839	0.53629
"ebv-miR-BHRF1-1"	5.28556	35.6448	9.53122	11.2346	-5.97086	15.9472
"ebv-miR-BHRF1-2"	-7.25358	-31.7934	-1.20046	-2.95796	-15.172	-8.83034
"ebv-miR-BHRF1-2*"	-2.22627	72.126	-6.53684	-1.64933	-22.1002	2.68437
"ebv-miR-BHRF1-3"	-1.43883	-18.3428	0.530533	-6.22533	4.58439	11.8729
"hcmv-miR-UL112"	-11.7861	-27.3194	1.64008	-5.51365	-9.5981	-11.9184
"hcmv-miR-UL148D"	12.4178	-14.1553	12.6633	-7.74009	-5.37638	10.966
"hcmv-miR-UL22A"	-9.30816	-18.4363	-11.5147	3.77311	10.0714	-8.66579
"hcmv-miR-UL22A*"	-16.6018	-15.1006	6.88309	-9.88043	-7.31105	-2.66458
"hcmv-miR-UL36"	-5.14852	-31.4325	-15.3001	-2.42911	-11.4294	-4.14483
"hcmv-miR-UL36*"	-2.13029	-11.7212	1.92121	-7.40067	-35.4536	8.78336
"hcmv-miR-UL70-3p"	-6.27637	-44.4854	5.73623	-7.89054	5.59651	-11.1529
"hcmv-miR-UL70-5p"	-11.6383	60.5702	-7.03036	1.03768	-37.2328	-1.04365
"hcmv-miR-US25-1"	2.59801	-24.5342	-5.04549	-0.470267	-13.3934	0.03233
"hcmv-miR-US25-1*"	-16.2025	-20.6404	-17.3581	-4.1502	1.14221	5.67662
"hcmv-miR-US25-2-3p"	-12.0125	-26.3171	-7.43657	-7.69692	-8.50086	3.63311
"hcmv-miR-US25-2-5p"	-11.084	-14.9134	-6.42558	-3.32565	-21.2688	0.54035
"hcmv-miR-US33-3p"	1.05989	-22.1881	3.35218	7.02624	-24.5696	-5.64977
"hcmv-miR-US33-5p"	-0.0231267	-24.5971	-5.83334	-2.89166	-22.4666	6.94361
"hcmv-miR-US4"	-3.50777	-34.2528	7.57263	3.82825	1.26789	11.2436
"hcmv-miR-US5-1"	-15.7745	-34.1253	3.42206	-3.23055	6.58606	4.50852
"hcmv-miR-US5-2"	-1.69065	-34.273	-13.5112	-15.5195	-14.9059	2.07866
"hiv1-miR-H1"	-1.89767	-35.3357	-3.76571	-0.887353	-8.98445	-8.55817
"hiv1-miR-N367"	-3.7386	1.8925	-10.3994	0.823319	-10.7113	-1.77869
"hsa-let-7a"	14755.5	28808	24817.2	11037.5	23310.7	18546.7
"hsa-let-7a*"	9.42352	-0.651188	-9.07945	-7.46623	2.4668	-7.18517
"hsa-let-7b"	8590.32	14452.2	10292.7	5363.19	11332.9	7330.94
"hsa-let-7b*"	5.83761	-12.2934	9.10019	3.32888	5.41868	7.55638
"hsa-let-7c"	1073.84	2369.28	2312.21	969.683	1911.7	1857.15
"hsa-let-7c*"	-8.85486	-5.81374	9.85646	0.565693	-12.4015	-9.35345
"hsa-let-7d"	5023.32	10026.2	8055.65	3221.32	6884.39	5465.06
"hsa-let-7d*"	7.93876	21.9703	2.71612	9.02072	14.4086	10.3491
"hsa-let-7e"	4358.28	7967.68	5861.92	5287.27	11895.7	7317.24
"hsa-let-7e*"	1.99542	-21.6322	2.25084	2.47449	10.6472	16.1574
"hsa-let-7f"	9325.23	18612.6	17739	7153.2	15303	14235.9
"hsa-let-7f-1*"	18.0649	3.39058	12.4168	5.37538	17.355	11.4501
"hsa-let-7f-2*"	-0.590063	-19.9593	0.705954	-3.3806	-23.4282	-0.950654
"hsa-let-7g"	2614.48	4552.07	4053.33	1727.68	3740.37	2819.74
"hsa-let-7g*"	-3.48755	-12.7554	-1.24288	0.325153	-17.6283	-6.09573
"hsa-let-7i"	4042.85	7071.88	5627.87	6087.88	10513	7679.78
"hsa-let-7i*"	-8.18693	-12.6022	-6.17875	-2.8744	-3.46174	0.94489
"hsa-miR-1"	-12.1256	-53.5694	4.35259	-11.6679	-21.0231	1.87872
"hsa-miR-100"	1.03595	-7.73932	0.831134	-8.10593	-1.2334	0.03945
"hsa-miR-100*"	-0.712696	-3.66026	-1.944	-4.05814	12.4402	-8.28728
"hsa-miR-101"	0.531543	7.39147	14.5173	-2.50507	-6.00548	0.376697
"hsa-miR-101*"	-7.48186	-29.7392	-1.727	-1.69712	-5.26065	-1.58825
"hsa-miR-103"	3458.13	5515.87	3875.46	2705.84	4973.45	3964.29
"hsa-miR-105"	-6.00895	-41.496	0.0404217	-3.1129	-4.86251	-8.46771
"hsa-miR-105*"	4.04842	-23.149	3.65899	-11.0367	-16.1842	-2.3215
"hsa-miR-106a"	39.93	55.7205	108.189	35.3687	49.4494	98.4115
"hsa-miR-106a*"	-10.4778	-20.9311	-7.90055	-11.8981	11.4943	4.29153
"hsa-miR-106b"	546.999	851.966	778.303	294.897	809.831	670.68
"hsa-miR-106b*"	-1.29527	-3.48394	0.788641	8.06683	5.75769	2.66127
"hsa-miR-107"	2627.51	4583.6	3945.06	1865.51	3713.23	3712.99
"hsa-miR-10a"	887.898	1322.68	1118.52	371.725	1038.49	733.253
"hsa-miR-10a*"	-4.35337	-6.04067	22.2893	-8.23693	2.77524	11.0978
"hsa-miR-10b"	43.4358	102.167	128.415	27.6316	56.785	107.865
"hsa-miR-10b*"	4.99431	-23.5397	4.73199	-11.3945	-24.3638	-3.21298
"hsa-miR-122"	8.52249	-5.34689	29.1427	53.1314	39.3747	98.3773
"hsa-miR-122*"	2.75428	-17.5623	-0.928009	-1.94654	3.1185	10.5866
"hsa-miR-1224-3p"	-1.95599	-15.0372	-3.07752	-14.547	-19.2178	-4.97485
"hsa-miR-1224-5p"	15.5429	-19.1317	16.4482	0.698113	-0.0842745	16.7462
"hsa-miR-1225-3p"	39.4732	71.2001	64.7821	55.8048	47.6337	44.8103
"hsa-miR-1225-5p"	92.0593	75.362	114.339	90.0575	72.8033	97.2694
"hsa-miR-1226"	-4.08872	-10.2411	0.903769	0.0923239	-1.09841	-1.52388
"hsa-miR-1226*"	-0.677814	-17.444	3.4048	-4.02071	-0.297991	4.93575
"hsa-miR-1227"	19.7318	-2.22213	10.6045	13.8347	3.9453	12.2448
"hsa-miR-1228"	88.0962	113.921	117.967	96.0818	115.031	57.4656
"hsa-miR-1228*"	-0.418066	-41.1608	1.51368	4.1459	-7.21021	2.78371
"hsa-miR-1229"	8.49472	-6.01454	29.3635	15.1595	24.8096	8.81193
"hsa-miR-1231"	-6.71521	-21.8079	-6.54129	-2.27727	-29.7924	-1.9826
"hsa-miR-1233"	1.30035	38.0247	-7.90438	-9.99503	-1.45369	3.27064
"hsa-miR-1234"	81.7856	118.854	93.7765	90.1933	104.242	61.5719
"hsa-miR-1236"	-4.6142	-35.9997	-3.73583	6.80893	-0.00230058	4.2084
"hsa-miR-1237"	26.511	-1.57747	37.7703	32.1803	14.3423	24.6517
"hsa-miR-1238"	65.5851	118.767	83.8852	55.8451	70.4872	47.1341
"hsa-miR-124"	1.1899	-17.7474	-1.71946	-4.09888	-16.5723	2.52821
"hsa-miR-124*"	-9.54623	-37.5163	-7.92481	-8.38611	1.17566	3.25539
"hsa-miR-125a-3p"	21.1948	2.22702	31.5157	31.2291	5.24739	37.098
"hsa-miR-125a-5p"	613.286	795.624	579.428	898.017	1542.8	1020.57
"hsa-miR-125b"	5.19626	-6.61007	7.88102	-2.56335	10.4973	-0.0630592
"hsa-miR-125b-1*"	-10.4791	4.41411	-5.85532	5.70271	-9.63211	0.979921
"hsa-miR-125b-2*"	-10.044	-37.6793	0.259287	12.8657	3.14544	7.22391
"hsa-miR-126"	-5.14497	-24.4828	10.6518	-1.18619	16.088	11.4038
"hsa-miR-126*"	14.8713	-17.2304	-1.64033	-5.39556	2.45464	-11.1799
"hsa-miR-127-3p"	-3.20988	-15.4468	-4.47956	-11.7238	-7.25599	2.59434
"hsa-miR-127-5p"	-5.04168	-30.571	-8.65954	-8.5954	-17.7387	-8.58646
"hsa-miR-128"	103.502	94.9395	144.975	51.6772	54.0168	116.336
"hsa-miR-129*"	16.3978	-5.86275	9.35247	0.576648	11.1292	15.6261
"hsa-miR-129-3p"	9.64405	-9.99154	11.4558	8.57833	4.71134	10.2726
"hsa-miR-129-5p"	-9.34029	-11.3057	8.66624	-19.8624	-14.8819	-2.50292
"hsa-miR-130a"	-14.4291	-0.882989	0.556798	-3.57514	21.3739	-1.10343
"hsa-miR-130a*"	-0.0353229	-7.92714	0.452424	-1.6567	-16.3483	-5.87902
"hsa-miR-130b"	200.826	312.587	325.769	141.678	338.066	257.388
"hsa-miR-130b*"	-0.242897	18.6144	2.34925	4.9098	9.56711	3.77293
"hsa-miR-132"	2.75269	-0.331378	13.3235	-6.10664	-3.39939	16.8636
"hsa-miR-132*"	0.067523	22.1371	5.28923	2.48445	17.8209	-0.965406
"hsa-miR-133a"	-2.75011	-19.4223	8.49183	14.1702	18.2929	5.53079
"hsa-miR-133b"	-7.60968	-13.8553	8.88748	-4.9537	11.4215	0.569368
"hsa-miR-134"	5.98414	-42.3318	3.89969	-1.39017	-3.33207	5.98902
"hsa-miR-135a"	10.4266	26.9866	3.67963	-6.23273	-9.61974	3.09621
"hsa-miR-135a*"	4.07393	-18.4925	6.90897	3.10676	-1.04868	0.525365
"hsa-miR-135b"	33.9819	49.823	47.7946	27.9341	67.4806	106.353
"hsa-miR-135b*"	-13.5218	-28.0601	3.17958	-8.2578	6.17384	25.5001
"hsa-miR-136"	10.8974	24.9202	-0.419634	0.750867	6.22744	4.87495
"hsa-miR-136*"	6.90247	-26.0499	-7.49994	-2.883	-15.1493	-4.27216
"hsa-miR-137"	-17.2448	-38.396	-5.87772	-6.59669	8.19939	-3.58019
"hsa-miR-138"	-14.2311	-44.7911	-9.0767	-7.65353	-25.6415	-1.46579
"hsa-miR-138-1*"	-1.65079	-18.526	3.07462	1.61443	-1.42686	-2.91222
"hsa-miR-138-2*"	-1.84911	-13.7905	12.0309	4.52461	-5.84999	32.6149
